User_ID,Home_Latitude,Home_Longitude,Registered_Device_ID,Avg_Transaction_Amount,Max_Transaction_Amount,Risk_Category,Account_Creation_Date,KYC_Status,Daily_Transaction_Limit,Usual_Login_Time_Start,Usual_Login_Time_End,Avg_Transactions_Per_Day,Registered_City,SIM_Registered,Account_Status,Last_Device_Change_Date,Linked_Bank_Count
USER_19,18.293318,80.346954,0F44F1Y3J2,1719,36072,Low,2022-10-05,Min,151688,6:00,23:00,7,Bangalore,Yes,Dormant,2025-03-17,2
USER_20,10.408693,95.231456,QR86Q5WLWU,3753,30055,High,2025-06-22,Pending,103961,6:00,22:00,4,Bangalore,Yes,Active,2025-11-16,1
USER_21,35.209439,69.658039,TMR9H80KSH,2387,33785,High,2024-02-05,Min,70066,9:00,23:00,3,Kolkata,Yes,Active,2025-04-02,5
USER_22,30.430207,95.59318,Z602M1MIKO,2769,16221,Medium,2022-11-28,Pending,176801,9:00,23:00,16,Bangalore,No,Active,2023-11-02,2
USER_23,29.084073,89.815817,CWCI84M0W7,4512,9301,Medium,2026-01-14,Full,48550,10:00,21:00,13,Bangalore,Yes,Active,2028-03-22,2
USER_24,33.650939,81.440405,WZVRZO07KJ,3875,22392,Low,2022-04-06,Full,86008,10:00,20:00,17,Delhi,No,Dormant,2024-12-26,2
USER_25,35.413173,82.479371,6BQOA9RKH8,4436,10674,Low,2025-10-03,Min,196894,10:00,19:00,5,Delhi,No,Active,2028-02-26,5
USER_26,11.709735,84.213513,5MNY0VYONF,3828,28342,High,2023-10-02,Min,80068,8:00,18:00,17,Bangalore,Yes,Dormant,2024-03-25,5
USER_27,34.089884,86.905654,U8QATI04XK,4864,7471,Medium,2024-11-28,Pending,77179,7:00,21:00,19,Delhi,Yes,Active,2027-04-17,4
USER_28,26.698329,68.290882,LU8VP8E8XT,3261,20814,Low,2022-05-04,Min,39164,6:00,21:00,3,Mumbai,Yes,Active,2024-02-16,3
USER_29,22.550684,71.923534,ZC9CPX9AQV,624,35530,Low,2021-06-27,Full,167616,6:00,18:00,2,Kolkata,Yes,Dormant,2022-05-09,5
USER_30,35.441568,83.456359,FOO79GBELZ,4160,41277,Low,2023-08-25,Pending,152820,7:00,18:00,16,Mumbai,No,Dormant,2024-04-17,1
USER_31,14.318687,89.921307,E7QH8F4QDQ,4042,42618,Low,2023-09-22,Min,31109,7:00,22:00,20,Hyderabad,No,Dormant,2025-05-23,1
USER_32,18.016247,69.208623,JP7UU96ZON,2080,5268,Low,2024-08-23,Pending,174842,7:00,22:00,13,Mumbai,Yes,Dormant,2025-04-13,5
USER_33,30.965413,80.130806,F4959HJDTU,2892,45987,Low,2020-09-29,Full,92499,10:00,22:00,20,Chennai,No,Active,2021-03-18,4
USER_34,12.439407,93.234304,L5D1TBM87N,2303,7318,Medium,2024-06-12,Pending,59310,6:00,23:00,6,Mumbai,Yes,Active,2024-09-18,2
USER_35,31.018829,71.910384,ISRDZYXD0S,2230,31257,High,2022-01-17,Min,158255,7:00,18:00,19,Delhi,Yes,Dormant,2024-10-02,5
USER_36,24.505582,69.830359,E2Y1ZRVN39,4756,44173,Low,2024-10-06,Pending,32442,6:00,18:00,10,Kolkata,No,Active,2026-06-05,3
USER_37,28.463173,73.693047,EGG2DPWIJI,4835,28910,High,2021-01-05,Min,102471,6:00,18:00,8,Chennai,Yes,Dormant,2021-02-13,1
USER_38,22.911518,77.548307,6U3EAPKPLT,1285,6303,Medium,2022-07-06,Pending,18077,7:00,18:00,11,Delhi,No,Active,2025-01-23,4
USER_39,8.370529,89.159343,Y97J0H6X1Y,3276,39316,Medium,2024-07-29,Full,161178,7:00,22:00,15,Mumbai,Yes,Active,2025-11-05,1
USER_40,13.816285,71.79808,NFB9CV8949,4909,17230,Low,2025-05-17,Full,162753,6:00,20:00,18,Delhi,No,Active,2027-10-10,1
USER_41,11.344652,89.718012,LD1UGROS6A,2915,43518,Low,2025-05-24,Min,23058,9:00,18:00,15,Hyderabad,Yes,Active,2026-11-23,3
USER_42,18.550502,72.752222,7OZ8Z0Z9L7,1980,49604,Medium,2026-01-09,Min,68132,8:00,18:00,14,Delhi,Yes,Active,2026-04-17,1
USER_43,34.725251,93.299974,73IX2M5YTN,4240,42201,High,2024-06-11,Min,178451,9:00,19:00,8,Kolkata,Yes,Dormant,2024-09-23,2
USER_44,18.478326,76.014909,5PRS6F1E7G,3578,5129,High,2021-10-28,Min,81801,10:00,23:00,12,Delhi,No,Active,2024-05-23,4
USER_45,22.104956,76.120187,SKBWWFJ4JT,3128,29074,Medium,2024-06-21,Pending,44802,6:00,23:00,1,Chennai,Yes,Active,2027-01-14,2
USER_46,32.580898,75.950988,AYE7ZVJ5IK,1472,33502,High,2021-10-13,Min,108244,7:00,22:00,13,Bangalore,Yes,Dormant,2022-11-03,3
USER_47,14.242467,84.577045,XYBE4S0ZR2,4933,33571,High,2021-01-26,Min,125229,9:00,18:00,3,Bangalore,Yes,Active,2022-09-20,3
USER_48,19.892844,90.622542,AMLIKUZK38,4275,38531,Low,2021-12-19,Min,138075,10:00,19:00,20,Bangalore,No,Active,2023-05-28,1
USER_49,17.767414,80.048189,4SZXKBLRDV,2801,48145,Medium,2022-04-30,Pending,119500,10:00,19:00,1,Kolkata,No,Dormant,2023-12-12,3
USER_50,17.75885,79.384379,LV8EB5XRDT,2989,33562,Medium,2023-06-07,Pending,178340,6:00,19:00,13,Bangalore,No,Dormant,2025-10-24,2
USER_51,15.527844,74.027346,4TU7G2KNG0,4854,21463,High,2023-06-23,Full,21535,7:00,20:00,6,Kolkata,Yes,Active,2025-11-18,1
USER_52,25.135555,79.283712,GIUNM2B363,3142,24896,High,2025-10-18,Min,54483,7:00,22:00,16,Hyderabad,No,Dormant,2027-08-04,1
USER_53,24.60981,89.245471,ACR65SW3U3,1683,41911,High,2024-12-06,Min,47610,10:00,19:00,7,Delhi,No,Active,2025-02-18,5
USER_54,24.549929,69.121657,1JTFO9Y5Y1,3923,33931,High,2025-11-01,Full,166236,8:00,21:00,17,Chennai,No,Active,2028-07-23,1
USER_55,19.064972,84.289738,ASLC2XP6PZ,2517,15066,High,2022-06-26,Full,80550,9:00,22:00,17,Mumbai,No,Dormant,2023-11-01,2
USER_56,26.568076,89.19186,PJ3XC4VPBN,3790,29658,High,2024-01-07,Full,146462,8:00,20:00,11,Chennai,Yes,Dormant,2024-11-24,4
USER_57,35.684171,80.818297,V52SRSX9CF,4146,40740,High,2023-03-16,Full,63051,6:00,23:00,16,Chennai,No,Dormant,2025-03-02,2
USER_58,30.043616,68.056712,ENPDQ63BN6,2432,24242,Medium,2025-03-24,Pending,137702,6:00,18:00,20,Kolkata,No,Dormant,2027-07-13,4
USER_59,28.821233,79.963144,DANEVYJ4F3,1415,45273,High,2024-04-10,Min,134449,6:00,18:00,5,Bangalore,Yes,Active,2025-07-01,3
USER_60,30.690825,81.192469,SFG4F2E3OS,562,11521,Medium,2025-10-14,Pending,15111,6:00,19:00,2,Mumbai,Yes,Dormant,2026-01-02,3
USER_61,11.798147,77.135667,OLAYXV2ZMP,3701,23513,High,2021-03-05,Min,44902,8:00,18:00,18,Hyderabad,Yes,Dormant,2021-12-20,3
USER_62,17.867117,68.249693,U9QZWLS2PL,3085,36296,Medium,2022-04-23,Min,39791,7:00,23:00,7,Kolkata,No,Dormant,2024-03-05,4
USER_63,26.2996,90.67937,RBF0E4JSSB,1657,24255,Low,2025-05-17,Min,39304,10:00,18:00,14,Delhi,Yes,Active,2027-11-19,3
USER_64,16.35341,72.251676,U6OFB2W20W,4302,10196,High,2025-12-18,Pending,162688,6:00,19:00,11,Kolkata,No,Dormant,2026-12-21,3
USER_65,16.583584,75.188773,VJAV5H6V7U,2849,46190,Low,2025-02-10,Pending,27322,7:00,21:00,15,Mumbai,Yes,Dormant,2026-12-18,4
USER_66,28.197401,79.036858,4BVLALXVKQ,2528,47152,Medium,2023-05-23,Pending,145711,7:00,22:00,19,Chennai,No,Dormant,2023-09-04,2
USER_67,32.600607,77.924711,LA96G2CAU6,808,25188,Low,2021-06-26,Pending,144869,9:00,23:00,14,Delhi,No,Active,2022-12-17,1
USER_68,35.255134,80.689766,5BN55L2050,4431,40952,High,2024-05-12,Min,199442,8:00,22:00,10,Hyderabad,No,Active,2026-06-28,2
USER_69,27.053815,72.100838,HOG5W3VUNQ,1150,15984,Low,2020-10-11,Pending,131145,9:00,22:00,3,Chennai,No,Active,2021-04-16,3
USER_70,36.177503,68.727071,OB6QDT219E,1309,28991,High,2020-09-13,Min,65515,7:00,23:00,19,Delhi,No,Dormant,2022-02-12,5
USER_71,21.116274,70.410765,7BKVR3LSF8,3641,14234,High,2025-09-09,Min,39155,6:00,20:00,8,Hyderabad,No,Active,2028-03-20,1
USER_72,26.119996,95.15987,AM0YD5HVTO,1083,37330,Low,2022-10-18,Pending,55649,8:00,22:00,7,Chennai,No,Active,2023-10-10,4
USER_73,8.242088,73.131873,9LCN4I06PU,1163,20960,Medium,2022-04-13,Min,58340,8:00,19:00,20,Kolkata,Yes,Dormant,2023-04-04,4
USER_74,26.521536,91.737661,3I8A75OL58,1433,22319,Low,2021-10-02,Min,18400,9:00,23:00,6,Hyderabad,No,Dormant,2022-01-15,1
USER_75,12.356034,92.675025,8SME1WPGA5,1644,30888,Low,2025-08-19,Full,173538,8:00,19:00,3,Chennai,Yes,Dormant,2026-11-09,4
USER_76,34.615902,85.846702,KWCUCPRTDM,3779,15843,Low,2021-06-06,Min,150175,9:00,23:00,15,Hyderabad,No,Dormant,2021-07-24,1
USER_77,19.579396,87.756883,V52VLPGK6S,3581,40832,High,2020-10-09,Full,19445,7:00,18:00,20,Mumbai,Yes,Active,2021-05-11,1
USER_78,18.834831,70.40446,UA1CLKLNN6,580,37708,Low,2025-02-10,Pending,83473,8:00,18:00,9,Kolkata,Yes,Dormant,2026-09-20,5
USER_79,15.638243,91.648832,NM1I8OBJFY,4541,35387,High,2021-02-11,Min,36412,7:00,20:00,20,Kolkata,No,Active,2022-07-09,3
USER_80,24.234267,96.576105,97SIGMYETQ,4866,24764,Low,2023-04-18,Full,137354,7:00,20:00,6,Chennai,No,Dormant,2024-08-20,5
USER_81,33.300032,94.140028,0BUN74ETET,2682,8272,Medium,2021-12-17,Full,197960,9:00,23:00,20,Delhi,Yes,Active,2023-08-12,5
USER_82,29.4206,81.06772,6030P2B0T4,4247,19397,High,2022-05-11,Min,153231,9:00,18:00,15,Mumbai,Yes,Active,2024-08-18,5
USER_83,24.055395,89.391743,UUCZQGFPMT,4629,48487,Low,2023-10-12,Pending,31765,9:00,19:00,17,Mumbai,Yes,Active,2023-12-23,4
USER_84,28.419711,96.212623,ZWGPQF07XV,3991,42307,Medium,2025-05-13,Pending,160987,10:00,21:00,19,Bangalore,No,Active,2028-01-25,3
USER_85,23.648306,80.200129,LJ17MEMOWF,4543,22251,Medium,2022-11-13,Min,139779,9:00,19:00,15,Bangalore,Yes,Active,2024-07-23,3
USER_86,28.384254,68.96276,AOBNUNUQ0S,2190,35006,Low,2022-09-13,Pending,92874,9:00,23:00,8,Delhi,No,Active,2025-03-18,5
USER_87,14.715536,91.225785,OPY1Q209KF,1244,31312,Medium,2021-03-27,Pending,101408,9:00,19:00,18,Chennai,Yes,Active,2021-04-10,1
USER_88,14.416387,96.235167,DMUZJ6CSRM,4111,26307,Medium,2022-02-14,Pending,74361,8:00,22:00,17,Chennai,Yes,Active,2024-07-31,4
USER_89,23.455582,95.797171,MI93AOZLV4,4604,30895,Low,2024-02-04,Pending,136518,7:00,18:00,7,Chennai,No,Dormant,2025-11-10,4
USER_90,32.207318,85.411108,MAJ3QKDNEX,583,46834,Medium,2020-10-26,Min,75358,7:00,21:00,18,Chennai,No,Dormant,2022-09-27,3
USER_91,8.063584,72.376955,JKQ7VSZ2AG,2712,35234,Medium,2021-08-30,Full,181022,7:00,19:00,14,Mumbai,Yes,Active,2022-06-09,2
USER_92,28.535633,91.265457,23LVVC2IAG,3107,44664,Low,2025-05-09,Pending,101443,8:00,22:00,9,Mumbai,No,Dormant,2028-02-01,1
USER_93,14.445928,72.911805,FXX3TFQQPG,3620,18098,Medium,2023-03-01,Min,164504,10:00,21:00,4,Delhi,Yes,Dormant,2025-08-28,1
USER_94,12.496879,74.421573,46RJTUX1VD,2499,5524,High,2024-03-04,Full,117302,10:00,23:00,3,Mumbai,No,Dormant,2024-08-10,1
USER_95,25.26856,85.651497,MHYBN6P1IO,3540,33078,Medium,2025-07-19,Pending,92787,7:00,19:00,7,Kolkata,Yes,Active,2027-07-07,5
USER_96,14.951245,76.427084,Y8FIQXOY1T,1510,26776,Low,2022-11-15,Pending,199502,9:00,22:00,17,Mumbai,Yes,Dormant,2023-11-13,3
USER_97,23.088815,69.921148,ZUUTEWVMYX,3176,5967,Medium,2022-12-16,Full,30614,6:00,19:00,12,Mumbai,Yes,Dormant,2022-12-25,1
USER_98,30.896122,72.262179,MF32B4PBP3,1888,41776,Medium,2021-09-24,Pending,192297,9:00,21:00,1,Bangalore,Yes,Active,2023-05-17,3
USER_99,21.501908,77.715351,KSRQ9BF4QI,2903,37275,High,2025-11-22,Full,147362,6:00,18:00,8,Kolkata,No,Active,2026-06-10,5
USER_100,13.391638,75.27363,J7F00AI0RW,2948,40534,Low,2024-03-08,Full,118065,6:00,18:00,8,Mumbai,Yes,Dormant,2024-11-23,5
USER_101,14.852231,70.828008,4NPVUUU1X2,3993,11561,Low,2025-04-21,Pending,92938,9:00,19:00,9,Hyderabad,Yes,Dormant,2027-05-25,4
USER_102,12.945272,69.03397,DEXOH5691F,2468,12541,Low,2021-04-09,Full,131396,10:00,18:00,10,Delhi,No,Active,2021-09-13,4
USER_103,16.323416,80.540287,082ZRYUW3P,3460,20249,High,2024-12-27,Full,46529,10:00,18:00,3,Delhi,Yes,Dormant,2025-08-18,3
USER_104,13.14828,78.11263,DWI5CBFRFL,2125,9787,High,2022-04-27,Full,31896,10:00,19:00,16,Chennai,No,Dormant,2023-08-21,4
USER_105,33.807409,80.500312,84E758LJ1I,4624,34343,Low,2021-12-31,Min,28668,9:00,18:00,14,Chennai,Yes,Active,2024-08-15,5
USER_106,11.406202,84.083685,C3J7CBWMXJ,1398,27095,Medium,2022-06-28,Min,161478,7:00,22:00,12,Bangalore,No,Active,2024-10-18,3
USER_107,32.15974,73.996784,C2M50DZQFJ,2437,5978,Low,2024-09-18,Full,13166,7:00,21:00,10,Kolkata,Yes,Active,2027-02-07,4
USER_108,28.865142,90.596747,NA7E92B4W6,3217,43551,Medium,2022-11-26,Pending,33115,9:00,19:00,18,Mumbai,Yes,Active,2023-12-01,2
USER_109,14.087169,69.113265,86JJ7EC2H3,2827,18453,Low,2022-12-20,Full,56842,6:00,18:00,17,Hyderabad,No,Dormant,2024-12-31,5
USER_110,22.536898,87.851717,5YU4QK2XLW,1800,17856,Low,2023-08-13,Full,119746,9:00,20:00,6,Chennai,Yes,Active,2024-06-18,5
USER_111,31.00404,80.989437,JHHZBGGQSH,4345,7317,High,2025-04-21,Min,130480,10:00,20:00,3,Bangalore,No,Dormant,2026-08-25,3
USER_112,9.23817,71.211212,IDQI45Z8UK,2706,45696,Low,2021-04-16,Full,52533,7:00,19:00,14,Chennai,No,Active,2023-11-24,5
USER_113,11.13957,84.511072,K7XKIA26FG,542,17916,High,2023-01-08,Min,109634,9:00,21:00,19,Chennai,No,Active,2023-11-02,4
USER_114,17.610144,72.708286,ATPHB2MHBA,3178,44591,Low,2025-11-20,Pending,85440,7:00,20:00,11,Mumbai,No,Active,2028-04-09,4
USER_115,16.982014,94.370853,L3BSRTTBJS,3270,25983,Medium,2022-07-31,Full,117095,7:00,19:00,16,Bangalore,Yes,Dormant,2022-11-07,2
USER_116,34.900633,68.343119,9RHPFKSYD9,3075,5279,High,2023-10-15,Min,64627,6:00,23:00,10,Delhi,No,Dormant,2025-11-04,4
USER_117,20.097663,84.685914,00IA5QGI7L,3968,41271,Low,2023-02-26,Full,125996,6:00,23:00,1,Mumbai,No,Active,2024-05-23,3
USER_118,10.431606,93.322093,N5FL7NASID,4166,44465,Low,2021-04-17,Min,29851,10:00,20:00,1,Mumbai,No,Active,2022-09-28,3
USER_119,35.511929,92.603297,DFS8MUKO44,4924,44389,Medium,2020-09-18,Pending,60574,8:00,20:00,6,Bangalore,Yes,Dormant,2022-10-29,1
USER_120,31.78843,81.111355,RV7YJ9TZWM,4268,14466,Low,2025-05-30,Full,63315,7:00,21:00,9,Kolkata,Yes,Active,2026-10-23,5
USER_121,17.30806,73.706729,HZESRDRD1Z,1064,11234,Low,2022-10-26,Full,19361,10:00,19:00,1,Hyderabad,No,Active,2025-03-16,1
USER_122,11.825509,69.697468,3KD2WZFASY,572,44952,Medium,2020-11-11,Full,102637,7:00,22:00,1,Bangalore,No,Dormant,2020-12-16,4
USER_123,8.594506,75.739431,2TL65IXAS3,1591,21274,Medium,2022-12-17,Pending,175128,9:00,21:00,11,Chennai,Yes,Dormant,2023-07-16,5
USER_124,36.469677,82.964272,H8FPOOSH4Y,860,44720,Medium,2023-08-25,Full,77243,10:00,21:00,7,Chennai,No,Dormant,2023-09-28,4
USER_125,20.184456,75.862585,4ARGXZ3MGX,2345,49941,Medium,2022-06-28,Full,45303,10:00,22:00,4,Bangalore,No,Dormant,2023-06-11,3
USER_126,36.637661,71.889661,HO6DF7LVZB,4125,5655,Low,2025-08-23,Full,107181,7:00,22:00,15,Mumbai,No,Dormant,2026-06-30,1
USER_127,10.713592,83.10671,C1YWV466P7,1003,6139,Low,2022-01-29,Min,59229,7:00,18:00,4,Hyderabad,No,Dormant,2024-04-20,1
USER_128,10.70698,76.615913,9YRGW5MREK,3545,16462,High,2025-06-28,Min,20788,8:00,23:00,14,Chennai,Yes,Active,2027-01-02,3
USER_129,21.539485,75.303551,M2IRV78ZAQ,3415,17843,High,2020-11-13,Min,125910,6:00,18:00,3,Delhi,Yes,Dormant,2023-05-07,1
USER_130,9.372134,75.641924,3WN0O6ZMMY,3490,40950,Low,2024-07-05,Min,127890,7:00,18:00,12,Mumbai,No,Dormant,2026-10-01,5
USER_131,24.033175,89.272999,CQCSAEX5F9,733,31323,Medium,2024-10-24,Min,120561,6:00,22:00,11,Kolkata,Yes,Active,2027-03-04,3
USER_132,28.082973,74.937037,2NJY2H6X3B,3127,18544,Medium,2021-05-21,Min,125797,9:00,20:00,2,Bangalore,No,Dormant,2022-04-27,2
USER_133,28.943686,73.508658,WY44MDA1AT,2622,41240,High,2024-07-13,Full,107476,10:00,19:00,16,Hyderabad,Yes,Dormant,2026-11-28,3
USER_134,24.223342,90.384168,UM3AUSU6QY,3423,46306,High,2022-01-11,Full,106159,6:00,18:00,4,Hyderabad,Yes,Active,2023-11-01,4
USER_135,35.709737,88.502765,OB0I91H3OL,3898,40121,High,2023-06-21,Full,22141,10:00,20:00,11,Chennai,Yes,Active,2025-04-24,2
USER_136,35.82765,94.352377,4V0IUNC07Z,1729,23233,Medium,2024-12-27,Min,35775,9:00,18:00,5,Mumbai,No,Dormant,2026-09-15,1
USER_137,31.195824,79.935655,DB2WPP6R1L,4216,40171,Low,2023-02-26,Pending,79541,10:00,20:00,4,Chennai,Yes,Active,2023-04-12,4
USER_138,30.044667,77.45654,L3P2HB88GC,1130,45605,High,2025-02-24,Full,69520,6:00,20:00,12,Delhi,Yes,Dormant,2027-03-15,5
USER_139,21.015316,85.073617,1B20DX2KAB,2945,19197,Low,2024-10-07,Pending,166762,7:00,23:00,3,Bangalore,Yes,Active,2024-10-18,1
USER_140,24.884088,90.2209,5N8HSFH5U3,3908,44365,Low,2023-03-13,Min,39327,8:00,22:00,16,Bangalore,No,Dormant,2025-05-12,3
USER_141,12.736285,86.223751,MTICC6Y6L7,1045,39086,Low,2022-09-20,Full,164111,6:00,18:00,19,Delhi,No,Dormant,2022-12-14,2
USER_142,14.810881,79.505716,CV7EMLM248,2984,35141,Low,2024-10-21,Min,96213,10:00,20:00,4,Chennai,No,Dormant,2025-03-25,2
USER_143,33.694498,83.496435,QS54JW7FFY,4111,34182,Medium,2024-05-04,Pending,61875,6:00,18:00,17,Delhi,Yes,Dormant,2025-11-09,5
USER_144,22.902471,70.59631,58OAEN6C8W,2356,30247,Medium,2022-01-07,Full,113309,10:00,23:00,4,Mumbai,Yes,Active,2024-08-13,1
USER_145,30.486939,82.123832,N05Z35YC00,3074,5024,Medium,2022-12-12,Full,164706,10:00,18:00,6,Chennai,No,Dormant,2025-03-24,3
USER_146,11.311528,75.171977,Z2RK9NLXUX,1890,9217,Low,2025-06-13,Pending,94779,8:00,19:00,12,Mumbai,No,Active,2026-11-13,2
USER_147,17.144273,87.691725,D7ATOKEDWV,2677,11088,Low,2023-11-13,Min,62689,8:00,18:00,4,Kolkata,Yes,Active,2024-07-20,4
USER_148,16.98859,96.049312,Z1GH4F0RBZ,2059,15964,Medium,2023-06-10,Min,121322,8:00,23:00,15,Kolkata,No,Dormant,2025-04-28,2
USER_149,13.182621,74.833678,9VRPTDMRW2,2896,26683,Medium,2025-11-29,Full,119525,7:00,23:00,19,Kolkata,No,Dormant,2028-04-07,2
USER_150,23.120504,77.908403,B56L6WJENI,3279,29656,High,2025-07-01,Pending,112164,9:00,21:00,11,Bangalore,No,Active,2027-12-07,2
USER_151,11.821682,79.195243,5AJIUGTNY4,900,6025,Medium,2025-01-03,Full,62895,6:00,22:00,10,Chennai,No,Active,2025-11-16,2
USER_152,28.62743,90.100781,OM4MQURD40,1584,17857,High,2020-10-08,Min,167838,9:00,19:00,20,Chennai,No,Active,2020-12-04,1
USER_153,20.478538,93.479803,MDTOUONCQF,1859,29676,High,2025-06-29,Full,186273,9:00,19:00,6,Bangalore,Yes,Active,2027-11-14,5
USER_154,26.26199,93.204129,JAVEXE95PZ,3593,17850,Low,2023-03-17,Pending,44138,8:00,23:00,2,Mumbai,Yes,Active,2025-07-20,2
USER_155,14.512644,84.434705,6F1SOFORSW,3415,19719,High,2023-01-18,Full,31742,9:00,21:00,19,Chennai,Yes,Dormant,2024-03-03,3
USER_156,23.340492,74.533146,1IFB8YBUZ1,1749,32511,Medium,2023-01-13,Full,190571,10:00,20:00,6,Kolkata,Yes,Active,2025-05-21,4
USER_157,11.523731,78.070192,MCGL2FU9A4,1334,13050,Medium,2023-01-21,Min,159686,7:00,23:00,16,Bangalore,No,Active,2023-12-20,3
USER_158,19.05067,71.384517,AYKCE8O9NV,2067,39047,Low,2020-12-17,Full,50619,9:00,21:00,16,Bangalore,Yes,Dormant,2021-09-06,5
USER_159,22.45988,92.414358,B3C987NL8U,4303,17253,Low,2024-03-05,Min,44112,6:00,20:00,3,Delhi,No,Dormant,2026-09-05,4
USER_160,29.371974,79.808869,HNURTRT76Q,4746,18307,Medium,2025-10-15,Full,168148,9:00,21:00,10,Bangalore,Yes,Active,2026-12-25,4
USER_161,22.389902,79.074256,PSPN6VX7BA,4066,47009,High,2021-10-22,Pending,92596,7:00,23:00,20,Delhi,No,Dormant,2022-10-30,1
USER_162,11.8151,71.503746,5F59PKXJCM,884,10345,High,2024-01-09,Pending,150591,8:00,20:00,1,Chennai,No,Dormant,2026-08-23,1
USER_163,24.709251,96.96304,M6EVTPDXY3,3057,31754,High,2023-01-03,Pending,95810,6:00,21:00,11,Mumbai,No,Dormant,2023-02-20,5
USER_164,12.01113,96.876487,T9BRAXQVCA,4405,15222,Low,2022-05-15,Min,29804,7:00,23:00,1,Bangalore,Yes,Active,2024-03-07,3
USER_165,23.970376,89.812297,87F49C3FOT,2162,9381,High,2022-07-04,Min,30009,10:00,20:00,9,Chennai,No,Dormant,2024-11-03,1
USER_166,28.893308,79.214717,TVEEPFJ2R9,1689,17706,High,2025-02-20,Full,35546,6:00,22:00,6,Chennai,No,Active,2026-04-04,4
USER_167,36.92153,74.962489,Y5CZ3AOHH0,3616,5001,High,2023-08-31,Full,123289,8:00,23:00,11,Bangalore,No,Active,2023-11-14,3
USER_168,27.952009,70.705321,D8KLLQC3J8,967,20393,Low,2023-10-11,Full,150392,7:00,20:00,1,Delhi,No,Active,2026-06-22,1
USER_169,20.059331,78.840762,L12ZV23YI6,4766,26088,High,2025-07-07,Full,44818,8:00,20:00,5,Chennai,No,Dormant,2026-01-26,5
USER_170,17.526669,80.278581,Y4VBR04UBF,2555,25134,Medium,2021-04-05,Min,199633,8:00,22:00,13,Delhi,Yes,Active,2021-06-07,1
USER_171,31.96777,78.942184,B8LAQEM8I6,3552,14181,High,2021-06-01,Full,159211,10:00,20:00,20,Kolkata,No,Dormant,2021-11-26,2
